date,day_of_week,days_out,room_id,room_name,tier,rack_low,rack_high,recommended_rate,rate_vs_rack_pct,occupancy_assumed,is_weekend,active_events,event_multiplier,competitor_avg,rate_vs_comp_pct,reasoning
2026-05-05,Tuesday,0,201,Waterfront 201,waterfront,389,459,450,6.1,75%,False,,1.0,309.17,45.6,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,202,Waterfront 202,waterfront,389,459,450,6.1,75%,False,,1.0,309.17,45.6,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,203,Waterfront 203,waterfront,399,459,460,7.2,75%,False,,1.0,309.17,48.8,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,204,Waterfront 204,waterfront,409,459,465,7.1,75%,False,,1.0,309.17,50.4,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,301,Water View 301,water_view,319,369,365,6.1,75%,False,,1.0,309.17,18.1,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,302,Water View 302,water_view,319,369,365,6.1,75%,False,,1.0,309.17,18.1,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,303,Water View 303,water_view,329,369,370,6.0,75%,False,,1.0,309.17,19.7,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,304,Water View 304,water_view,319,359,360,6.2,75%,False,,1.0,309.17,16.4,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,305,Water View 305,water_view,329,369,370,6.0,75%,False,,1.0,309.17,19.7,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,101,Garden Room 101,garden,269,299,305,7.4,75%,False,,1.0,309.17,-1.3,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,102,Garden Room 102,garden,269,299,305,7.4,75%,False,,1.0,309.17,-1.3,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,103,Garden Room 103,garden,279,299,310,7.3,75%,False,,1.0,309.17,0.3,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,104,Garden Room 104,garden,269,289,300,7.5,75%,False,,1.0,309.17,-3.0,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,cottage,Private Cottage,cottage,489,549,555,6.9,75%,False,,1.0,309.17,79.5,"Last-minute (0d), slight −3% to close"
2026-05-06,Wednesday,1,201,Waterfront 201,waterfront,389,459,450,6.1,75%,False,,1.0,310.0,45.2,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,202,Waterfront 202,waterfront,389,459,450,6.1,75%,False,,1.0,310.0,45.2,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,203,Waterfront 203,waterfront,399,459,460,7.2,75%,False,,1.0,310.0,48.4,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,204,Waterfront 204,waterfront,409,459,465,7.1,75%,False,,1.0,310.0,50.0,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,301,Water View 301,water_view,319,369,365,6.1,75%,False,,1.0,310.0,17.7,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,302,Water View 302,water_view,319,369,365,6.1,75%,False,,1.0,310.0,17.7,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,303,Water View 303,water_view,329,369,370,6.0,75%,False,,1.0,310.0,19.4,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,304,Water View 304,water_view,319,359,360,6.2,75%,False,,1.0,310.0,16.1,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,305,Water View 305,water_view,329,369,370,6.0,75%,False,,1.0,310.0,19.4,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,101,Garden Room 101,garden,269,299,305,7.4,75%,False,,1.0,310.0,-1.6,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,102,Garden Room 102,garden,269,299,305,7.4,75%,False,,1.0,310.0,-1.6,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,103,Garden Room 103,garden,279,299,310,7.3,75%,False,,1.0,310.0,0.0,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,104,Garden Room 104,garden,269,289,300,7.5,75%,False,,1.0,310.0,-3.2,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,cottage,Private Cottage,cottage,489,549,555,6.9,75%,False,,1.0,310.0,79.0,"Last-minute (1d), slight −3% to close"
2026-05-07,Thursday,2,201,Waterfront 201,waterfront,389,459,450,6.1,75%,False,,1.0,310.83,44.8,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,202,Waterfront 202,waterfront,389,459,450,6.1,75%,False,,1.0,310.83,44.8,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,203,Waterfront 203,waterfront,399,459,460,7.2,75%,False,,1.0,310.83,48.0,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,204,Waterfront 204,waterfront,409,459,465,7.1,75%,False,,1.0,310.83,49.6,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,301,Water View 301,water_view,319,369,365,6.1,75%,False,,1.0,310.83,17.4,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,302,Water View 302,water_view,319,369,365,6.1,75%,False,,1.0,310.83,17.4,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,303,Water View 303,water_view,329,369,370,6.0,75%,False,,1.0,310.83,19.0,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,304,Water View 304,water_view,319,359,360,6.2,75%,False,,1.0,310.83,15.8,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,305,Water View 305,water_view,329,369,370,6.0,75%,False,,1.0,310.83,19.0,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,101,Garden Room 101,garden,269,299,305,7.4,75%,False,,1.0,310.83,-1.9,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,102,Garden Room 102,garden,269,299,305,7.4,75%,False,,1.0,310.83,-1.9,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,103,Garden Room 103,garden,279,299,310,7.3,75%,False,,1.0,310.83,-0.3,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,104,Garden Room 104,garden,269,289,300,7.5,75%,False,,1.0,310.83,-3.5,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,cottage,Private Cottage,cottage,489,549,555,6.9,75%,False,,1.0,310.83,78.6,"Last-minute (2d), slight −3% to close"
