,predicted_price,current_price,price_delta,pct_change,action
0,450.07,450,0.07,0.01,increase
1,450.07,450,0.07,0.01,increase
2,459.53,460,-0.47,-0.1,decrease
3,464.8,465,-0.2,-0.04,decrease
4,365.1,365,0.1,0.03,increase
5,365.1,365,0.1,0.03,increase
6,369.57,370,-0.43,-0.12,decrease
7,360.43,360,0.43,0.12,increase
8,369.57,370,-0.43,-0.12,decrease
9,304.93,305,-0.07,-0.02,decrease
10,304.93,305,-0.07,-0.02,decrease
11,309.93,310,-0.07,-0.02,decrease
12,301.17,300,1.17,0.39,increase
13,555.37,555,0.37,0.07,increase
14,450.53,450,0.53,0.12,increase
15,450.53,450,0.53,0.12,increase
16,459.8,460,-0.2,-0.04,decrease
17,464.77,465,-0.23,-0.05,decrease
18,365.1,365,0.1,0.03,increase
19,365.1,365,0.1,0.03,increase
20,369.63,370,-0.37,-0.1,decrease
21,360.43,360,0.43,0.12,increase
22,369.63,370,-0.37,-0.1,decrease
23,304.83,305,-0.17,-0.05,decrease
24,304.83,305,-0.17,-0.05,decrease
25,310.0,310,0.0,0.0,hold
26,300.5,300,0.5,0.17,increase
27,556.2,555,1.2,0.22,increase
28,452.7,450,2.7,0.6,increase
29,452.7,450,2.7,0.6,increase
30,459.63,460,-0.37,-0.08,decrease
31,463.43,465,-1.57,-0.34,decrease
32,365.8,365,0.8,0.22,increase
33,365.8,365,0.8,0.22,increase
34,369.6,370,-0.4,-0.11,decrease
35,360.7,360,0.7,0.19,increase
36,369.6,370,-0.4,-0.11,decrease
37,305.0,305,0.0,0.0,hold
38,305.0,305,0.0,0.0,hold
39,310.0,310,0.0,0.0,hold
40,300.8,300,0.8,0.27,increase
41,556.5,555,1.5,0.27,increase
42,645.67,645,0.67,0.1,increase
43,645.67,645,0.67,0.1,increase
44,652.2,650,2.2,0.34,increase
45,663.23,660,3.23,0.49,increase
46,520.5,520,0.5,0.1,increase
47,520.5,520,0.5,0.1,increase
48,529.9,530,-0.1,-0.02,decrease
49,507.57,515,-7.43,-1.44,decrease
50,529.9,530,-0.1,-0.02,decrease
51,429.23,430,-0.77,-0.18,decrease
52,429.23,430,-0.77,-0.18,decrease
53,442.53,440,2.53,0.58,increase
54,427.87,425,2.87,0.67,increase
55,791.63,790,1.63,0.21,increase
56,581.67,580,1.67,0.29,increase
57,581.67,580,1.67,0.29,increase
58,588.33,585,3.33,0.57,increase
59,590.57,595,-4.43,-0.75,decrease
60,469.97,470,-0.03,-0.01,decrease
61,469.97,470,-0.03,-0.01,decrease
62,474.67,475,-0.33,-0.07,decrease
63,468.87,465,3.87,0.83,increase
64,474.67,475,-0.33,-0.07,decrease
65,389.93,390,-0.07,-0.02,decrease
66,389.93,390,-0.07,-0.02,decrease
67,393.43,395,-1.57,-0.4,decrease
68,382.43,380,2.43,0.64,increase
69,709.33,710,-0.67,-0.09,decrease
70,465.07,465,0.07,0.01,increase
71,465.07,465,0.07,0.01,increase
72,469.97,470,-0.03,-0.01,decrease
73,474.9,475,-0.1,-0.02,decrease
74,380.0,380,0.0,0.0,hold
75,380.0,380,0.0,0.0,hold
76,385.0,385,0.0,0.0,hold
77,374.9,375,-0.1,-0.03,decrease
78,385.0,385,0.0,0.0,hold
79,310.0,310,0.0,0.0,hold
80,310.0,310,0.0,0.0,hold
81,320.0,320,0.0,0.0,hold
82,305.03,305,0.03,0.01,increase
83,569.97,570,-0.03,-0.01,decrease
84,465.0,465,0.0,0.0,hold
85,465.0,465,0.0,0.0,hold
86,469.3,470,-0.7,-0.15,decrease
87,474.77,475,-0.23,-0.05,decrease
88,379.97,380,-0.03,-0.01,decrease
89,379.97,380,-0.03,-0.01,decrease
90,384.9,385,-0.1,-0.03,decrease
91,374.87,375,-0.13,-0.04,decrease
92,384.9,385,-0.1,-0.03,decrease
93,309.97,310,-0.03,-0.01,decrease
94,309.97,310,-0.03,-0.01,decrease
95,319.4,320,-0.6,-0.19,decrease
96,305.03,305,0.03,0.01,increase
97,569.97,570,-0.03,-0.01,decrease
98,465.0,465,0.0,0.0,hold
99,465.0,465,0.0,0.0,hold
100,469.3,470,-0.7,-0.15,decrease
101,474.77,475,-0.23,-0.05,decrease
102,379.97,380,-0.03,-0.01,decrease
103,379.97,380,-0.03,-0.01,decrease
104,384.9,385,-0.1,-0.03,decrease
105,374.87,375,-0.13,-0.04,decrease
106,384.9,385,-0.1,-0.03,decrease
107,309.97,310,-0.03,-0.01,decrease
108,309.97,310,-0.03,-0.01,decrease
109,319.4,320,-0.6,-0.19,decrease
110,305.03,305,0.03,0.01,increase
111,569.9,570,-0.1,-0.02,decrease
112,464.5,465,-0.5,-0.11,decrease
113,464.5,465,-0.5,-0.11,decrease
114,469.73,470,-0.27,-0.06,decrease
115,476.47,475,1.47,0.31,increase
116,379.97,380,-0.03,-0.01,decrease
117,379.97,380,-0.03,-0.01,decrease
118,384.97,385,-0.03,-0.01,decrease
119,374.47,375,-0.53,-0.14,decrease
120,384.97,385,-0.03,-0.01,decrease
121,310.0,310,0.0,0.0,hold
122,310.0,310,0.0,0.0,hold
123,320.0,320,0.0,0.0,hold
124,305.0,305,0.0,0.0,hold
125,569.7,570,-0.3,-0.05,decrease
126,464.97,465,-0.03,-0.01,decrease
127,464.97,465,-0.03,-0.01,decrease
128,470.27,470,0.27,0.06,increase
129,475.27,475,0.27,0.06,increase
130,380.0,380,0.0,0.0,hold
131,380.0,380,0.0,0.0,hold
132,384.97,385,-0.03,-0.01,decrease
133,374.73,375,-0.27,-0.07,decrease
134,384.97,385,-0.03,-0.01,decrease
135,310.0,310,0.0,0.0,hold
136,310.0,310,0.0,0.0,hold
137,320.0,320,0.0,0.0,hold
138,304.9,305,-0.1,-0.03,decrease
139,569.5,570,-0.5,-0.09,decrease
140,536.63,535,1.63,0.31,increase
141,536.63,535,1.63,0.31,increase
142,544.57,545,-0.43,-0.08,decrease
143,549.73,550,-0.27,-0.05,decrease
144,434.93,435,-0.07,-0.02,decrease
145,434.93,435,-0.07,-0.02,decrease
146,439.6,440,-0.4,-0.09,decrease
147,424.5,430,-5.5,-1.28,decrease
148,439.6,440,-0.4,-0.09,decrease
149,359.97,360,-0.03,-0.01,decrease
150,359.97,360,-0.03,-0.01,decrease
151,364.1,365,-0.9,-0.25,decrease
152,355.6,355,0.6,0.17,increase
153,651.63,655,-3.37,-0.51,decrease
