date,day_of_week,days_out,room_id,room_name,tier,rack_low,rack_high,recommended_rate,rate_vs_rack_pct,occupancy_assumed,is_weekend,active_events,event_multiplier,competitor_avg,rate_vs_comp_pct,reasoning
2026-05-17,Sunday,0,201,Waterfront 201,waterfront,389,459,450,6.1,75%,False,,1.0,311.67,44.4,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,202,Waterfront 202,waterfront,389,459,450,6.1,75%,False,,1.0,311.67,44.4,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,203,Waterfront 203,waterfront,399,459,460,7.2,75%,False,,1.0,311.67,47.6,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,204,Waterfront 204,waterfront,409,459,465,7.1,75%,False,,1.0,311.67,49.2,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,301,Water View 301,water_view,319,369,365,6.1,75%,False,,1.0,311.67,17.1,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,302,Water View 302,water_view,319,369,365,6.1,75%,False,,1.0,311.67,17.1,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,303,Water View 303,water_view,329,369,370,6.0,75%,False,,1.0,311.67,18.7,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,304,Water View 304,water_view,319,359,360,6.2,75%,False,,1.0,311.67,15.5,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,305,Water View 305,water_view,329,369,370,6.0,75%,False,,1.0,311.67,18.7,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,101,Garden Room 101,garden,269,299,305,7.4,75%,False,,1.0,311.67,-2.1,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,102,Garden Room 102,garden,269,299,305,7.4,75%,False,,1.0,311.67,-2.1,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,103,Garden Room 103,garden,279,299,310,7.3,75%,False,,1.0,311.67,-0.5,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,104,Garden Room 104,garden,269,289,300,7.5,75%,False,,1.0,311.67,-3.7,"Last-minute (0d), slight −3% to close"
2026-05-17,Sunday,0,cottage,Private Cottage,cottage,489,549,555,6.9,75%,False,,1.0,311.67,78.1,"Last-minute (0d), slight −3% to close"
2026-05-18,Monday,1,201,Waterfront 201,waterfront,389,459,450,6.1,75%,False,,1.0,310.0,45.2,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,202,Waterfront 202,waterfront,389,459,450,6.1,75%,False,,1.0,310.0,45.2,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,203,Waterfront 203,waterfront,399,459,460,7.2,75%,False,,1.0,310.0,48.4,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,204,Waterfront 204,waterfront,409,459,465,7.1,75%,False,,1.0,310.0,50.0,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,301,Water View 301,water_view,319,369,365,6.1,75%,False,,1.0,310.0,17.7,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,302,Water View 302,water_view,319,369,365,6.1,75%,False,,1.0,310.0,17.7,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,303,Water View 303,water_view,329,369,370,6.0,75%,False,,1.0,310.0,19.4,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,304,Water View 304,water_view,319,359,360,6.2,75%,False,,1.0,310.0,16.1,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,305,Water View 305,water_view,329,369,370,6.0,75%,False,,1.0,310.0,19.4,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,101,Garden Room 101,garden,269,299,305,7.4,75%,False,,1.0,310.0,-1.6,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,102,Garden Room 102,garden,269,299,305,7.4,75%,False,,1.0,310.0,-1.6,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,103,Garden Room 103,garden,279,299,310,7.3,75%,False,,1.0,310.0,0.0,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,104,Garden Room 104,garden,269,289,300,7.5,75%,False,,1.0,310.0,-3.2,"Last-minute (1d), slight −3% to close"
2026-05-18,Monday,1,cottage,Private Cottage,cottage,489,549,555,6.9,75%,False,,1.0,310.0,79.0,"Last-minute (1d), slight −3% to close"
2026-05-19,Tuesday,2,201,Waterfront 201,waterfront,389,459,450,6.1,75%,False,,1.0,312.5,44.0,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,202,Waterfront 202,waterfront,389,459,450,6.1,75%,False,,1.0,312.5,44.0,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,203,Waterfront 203,waterfront,399,459,460,7.2,75%,False,,1.0,312.5,47.2,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,204,Waterfront 204,waterfront,409,459,465,7.1,75%,False,,1.0,312.5,48.8,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,301,Water View 301,water_view,319,369,365,6.1,75%,False,,1.0,312.5,16.8,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,302,Water View 302,water_view,319,369,365,6.1,75%,False,,1.0,312.5,16.8,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,303,Water View 303,water_view,329,369,370,6.0,75%,False,,1.0,312.5,18.4,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,304,Water View 304,water_view,319,359,360,6.2,75%,False,,1.0,312.5,15.2,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,305,Water View 305,water_view,329,369,370,6.0,75%,False,,1.0,312.5,18.4,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,101,Garden Room 101,garden,269,299,305,7.4,75%,False,,1.0,312.5,-2.4,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,102,Garden Room 102,garden,269,299,305,7.4,75%,False,,1.0,312.5,-2.4,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,103,Garden Room 103,garden,279,299,310,7.3,75%,False,,1.0,312.5,-0.8,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,104,Garden Room 104,garden,269,289,300,7.5,75%,False,,1.0,312.5,-4.0,"Last-minute (2d), slight −3% to close"
2026-05-19,Tuesday,2,cottage,Private Cottage,cottage,489,549,555,6.9,75%,False,,1.0,312.5,77.6,"Last-minute (2d), slight −3% to close"
2026-05-20,Wednesday,3,201,Waterfront 201,waterfront,389,459,550,29.7,75%,False,Original Gullah Festival,1.175,347.5,58.3,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,202,Waterfront 202,waterfront,389,459,550,29.7,75%,False,Original Gullah Festival,1.175,347.5,58.3,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,203,Waterfront 203,waterfront,399,459,555,29.4,75%,False,Original Gullah Festival,1.175,347.5,59.7,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,204,Waterfront 204,waterfront,409,459,560,29.0,75%,False,Original Gullah Festival,1.175,347.5,61.2,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,301,Water View 301,water_view,319,369,445,29.4,75%,False,Original Gullah Festival,1.175,347.5,28.1,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,302,Water View 302,water_view,319,369,445,29.4,75%,False,Original Gullah Festival,1.175,347.5,28.1,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,303,Water View 303,water_view,329,369,450,28.9,75%,False,Original Gullah Festival,1.175,347.5,29.5,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,304,Water View 304,water_view,319,359,440,29.8,75%,False,Original Gullah Festival,1.175,347.5,26.6,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,305,Water View 305,water_view,329,369,450,28.9,75%,False,Original Gullah Festival,1.175,347.5,29.5,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,101,Garden Room 101,garden,269,299,365,28.5,75%,False,Original Gullah Festival,1.175,347.5,5.0,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,102,Garden Room 102,garden,269,299,365,28.5,75%,False,Original Gullah Festival,1.175,347.5,5.0,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,103,Garden Room 103,garden,279,299,375,29.8,75%,False,Original Gullah Festival,1.175,347.5,7.9,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,104,Garden Room 104,garden,269,289,360,29.0,75%,False,Original Gullah Festival,1.175,347.5,3.6,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-20,Wednesday,3,cottage,Private Cottage,cottage,489,549,670,29.1,75%,False,Original Gullah Festival,1.175,347.5,92.8,"3d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
2026-05-21,Thursday,4,201,Waterfront 201,waterfront,389,459,550,29.7,75%,False,Original Gullah Festival,1.175,348.33,57.9,"4d out, occ 75% ≥ 65% → rack | Events: Original Gullah Festival (×1.18)"
