date,day_of_week,days_out,room_id,room_name,tier,rack_low,rack_high,recommended_rate,rate_vs_rack_pct,occupancy_assumed,is_weekend,active_events,event_multiplier,competitor_avg,rate_vs_comp_pct,reasoning
2026-05-05,Tuesday,0,201,Waterfront 201,waterfront,389,459,450,6.1,75%,False,,1.0,316.67,42.1,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,202,Waterfront 202,waterfront,389,459,450,6.1,75%,False,,1.0,316.67,42.1,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,203,Waterfront 203,waterfront,399,459,460,7.2,75%,False,,1.0,316.67,45.3,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,204,Waterfront 204,waterfront,409,459,465,7.1,75%,False,,1.0,316.67,46.8,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,301,Water View 301,water_view,319,369,365,6.1,75%,False,,1.0,316.67,15.3,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,302,Water View 302,water_view,319,369,365,6.1,75%,False,,1.0,316.67,15.3,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,303,Water View 303,water_view,329,369,370,6.0,75%,False,,1.0,316.67,16.8,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,304,Water View 304,water_view,319,359,360,6.2,75%,False,,1.0,316.67,13.7,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,305,Water View 305,water_view,329,369,370,6.0,75%,False,,1.0,316.67,16.8,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,101,Garden Room 101,garden,269,299,305,7.4,75%,False,,1.0,316.67,-3.7,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,102,Garden Room 102,garden,269,299,305,7.4,75%,False,,1.0,316.67,-3.7,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,103,Garden Room 103,garden,279,299,310,7.3,75%,False,,1.0,316.67,-2.1,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,104,Garden Room 104,garden,269,289,300,7.5,75%,False,,1.0,316.67,-5.3,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,cottage,Private Cottage,cottage,489,549,555,6.9,75%,False,,1.0,316.67,75.3,"Last-minute (0d), slight −3% to close"
2026-05-06,Wednesday,1,201,Waterfront 201,waterfront,389,459,450,6.1,75%,False,,1.0,315.0,42.9,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,202,Waterfront 202,waterfront,389,459,450,6.1,75%,False,,1.0,315.0,42.9,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,203,Waterfront 203,waterfront,399,459,460,7.2,75%,False,,1.0,315.0,46.0,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,204,Waterfront 204,waterfront,409,459,465,7.1,75%,False,,1.0,315.0,47.6,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,301,Water View 301,water_view,319,369,365,6.1,75%,False,,1.0,315.0,15.9,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,302,Water View 302,water_view,319,369,365,6.1,75%,False,,1.0,315.0,15.9,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,303,Water View 303,water_view,329,369,370,6.0,75%,False,,1.0,315.0,17.5,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,304,Water View 304,water_view,319,359,360,6.2,75%,False,,1.0,315.0,14.3,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,305,Water View 305,water_view,329,369,370,6.0,75%,False,,1.0,315.0,17.5,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,101,Garden Room 101,garden,269,299,305,7.4,75%,False,,1.0,315.0,-3.2,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,102,Garden Room 102,garden,269,299,305,7.4,75%,False,,1.0,315.0,-3.2,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,103,Garden Room 103,garden,279,299,310,7.3,75%,False,,1.0,315.0,-1.6,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,104,Garden Room 104,garden,269,289,300,7.5,75%,False,,1.0,315.0,-4.8,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,cottage,Private Cottage,cottage,489,549,555,6.9,75%,False,,1.0,315.0,76.2,"Last-minute (1d), slight −3% to close"
2026-05-07,Thursday,2,201,Waterfront 201,waterfront,389,459,450,6.1,75%,False,,1.0,311.67,44.4,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,202,Waterfront 202,waterfront,389,459,450,6.1,75%,False,,1.0,311.67,44.4,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,203,Waterfront 203,waterfront,399,459,460,7.2,75%,False,,1.0,311.67,47.6,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,204,Waterfront 204,waterfront,409,459,465,7.1,75%,False,,1.0,311.67,49.2,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,301,Water View 301,water_view,319,369,365,6.1,75%,False,,1.0,311.67,17.1,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,302,Water View 302,water_view,319,369,365,6.1,75%,False,,1.0,311.67,17.1,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,303,Water View 303,water_view,329,369,370,6.0,75%,False,,1.0,311.67,18.7,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,304,Water View 304,water_view,319,359,360,6.2,75%,False,,1.0,311.67,15.5,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,305,Water View 305,water_view,329,369,370,6.0,75%,False,,1.0,311.67,18.7,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,101,Garden Room 101,garden,269,299,305,7.4,75%,False,,1.0,311.67,-2.1,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,102,Garden Room 102,garden,269,299,305,7.4,75%,False,,1.0,311.67,-2.1,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,103,Garden Room 103,garden,279,299,310,7.3,75%,False,,1.0,311.67,-0.5,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,104,Garden Room 104,garden,269,289,300,7.5,75%,False,,1.0,311.67,-3.7,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,cottage,Private Cottage,cottage,489,549,555,6.9,75%,False,,1.0,311.67,78.1,"Last-minute (2d), slight −3% to close"
2026-05-08,Friday,3,201,Waterfront 201,waterfront,389,459,645,52.1,75%,True,Parris Island USMC Graduation,1.2,360.83,78.8,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,202,Waterfront 202,waterfront,389,459,645,52.1,75%,True,Parris Island USMC Graduation,1.2,360.83,78.8,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,203,Waterfront 203,waterfront,399,459,650,51.5,75%,True,Parris Island USMC Graduation,1.2,360.83,80.1,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,204,Waterfront 204,waterfront,409,459,660,52.1,75%,True,Parris Island USMC Graduation,1.2,360.83,82.9,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,301,Water View 301,water_view,319,369,520,51.2,75%,True,Parris Island USMC Graduation,1.2,360.83,44.1,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,302,Water View 302,water_view,319,369,520,51.2,75%,True,Parris Island USMC Graduation,1.2,360.83,44.1,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,303,Water View 303,water_view,329,369,530,51.9,75%,True,Parris Island USMC Graduation,1.2,360.83,46.9,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,304,Water View 304,water_view,319,359,515,51.9,75%,True,Parris Island USMC Graduation,1.2,360.83,42.7,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,305,Water View 305,water_view,329,369,530,51.9,75%,True,Parris Island USMC Graduation,1.2,360.83,46.9,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,101,Garden Room 101,garden,269,299,430,51.4,75%,True,Parris Island USMC Graduation,1.2,360.83,19.2,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,102,Garden Room 102,garden,269,299,430,51.4,75%,True,Parris Island USMC Graduation,1.2,360.83,19.2,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,103,Garden Room 103,garden,279,299,440,52.2,75%,True,Parris Island USMC Graduation,1.2,360.83,21.9,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,104,Garden Room 104,garden,269,289,425,52.3,75%,True,Parris Island USMC Graduation,1.2,360.83,17.8,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,cottage,Private Cottage,cottage,489,549,790,52.2,75%,True,Parris Island USMC Graduation,1.2,360.83,118.9,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-09,Saturday,4,201,Waterfront 201,waterfront,389,459,580,36.8,75%,True,Downtown Farmers Market,1.08,363.33,59.6,"4d out, occ 75% ≥ 65% → rack | Events: Downtown Farmers Market (×1.08) | Weekend +15% (Fri/Sat)"
