date,day_of_week,days_out,room_id,room_name,tier,rack_low,rack_high,recommended_rate,rate_vs_rack_pct,occupancy_assumed,is_weekend,active_events,event_multiplier,competitor_avg,rate_vs_comp_pct,reasoning
2026-05-05,Tuesday,0,201,Waterfront 201,waterfront,389,459,450,6.1,75%,False,,1.0,311.0,44.7,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,202,Waterfront 202,waterfront,389,459,450,6.1,75%,False,,1.0,311.0,44.7,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,203,Waterfront 203,waterfront,399,459,460,7.2,75%,False,,1.0,311.0,47.9,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,204,Waterfront 204,waterfront,409,459,465,7.1,75%,False,,1.0,311.0,49.5,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,301,Water View 301,water_view,319,369,365,6.1,75%,False,,1.0,311.0,17.4,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,302,Water View 302,water_view,319,369,365,6.1,75%,False,,1.0,311.0,17.4,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,303,Water View 303,water_view,329,369,370,6.0,75%,False,,1.0,311.0,19.0,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,304,Water View 304,water_view,319,359,360,6.2,75%,False,,1.0,311.0,15.8,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,305,Water View 305,water_view,329,369,370,6.0,75%,False,,1.0,311.0,19.0,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,101,Garden Room 101,garden,269,299,305,7.4,75%,False,,1.0,311.0,-1.9,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,102,Garden Room 102,garden,269,299,305,7.4,75%,False,,1.0,311.0,-1.9,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,103,Garden Room 103,garden,279,299,310,7.3,75%,False,,1.0,311.0,-0.3,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,104,Garden Room 104,garden,269,289,300,7.5,75%,False,,1.0,311.0,-3.5,"Last-minute (0d), slight −3% to close"
2026-05-05,Tuesday,0,cottage,Private Cottage,cottage,489,549,555,6.9,75%,False,,1.0,311.0,78.5,"Last-minute (0d), slight −3% to close"
2026-05-06,Wednesday,1,201,Waterfront 201,waterfront,389,459,450,6.1,75%,False,,1.0,314.0,43.3,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,202,Waterfront 202,waterfront,389,459,450,6.1,75%,False,,1.0,314.0,43.3,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,203,Waterfront 203,waterfront,399,459,460,7.2,75%,False,,1.0,314.0,46.5,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,204,Waterfront 204,waterfront,409,459,465,7.1,75%,False,,1.0,314.0,48.1,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,301,Water View 301,water_view,319,369,365,6.1,75%,False,,1.0,314.0,16.2,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,302,Water View 302,water_view,319,369,365,6.1,75%,False,,1.0,314.0,16.2,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,303,Water View 303,water_view,329,369,370,6.0,75%,False,,1.0,314.0,17.8,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,304,Water View 304,water_view,319,359,360,6.2,75%,False,,1.0,314.0,14.6,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,305,Water View 305,water_view,329,369,370,6.0,75%,False,,1.0,314.0,17.8,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,101,Garden Room 101,garden,269,299,305,7.4,75%,False,,1.0,314.0,-2.9,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,102,Garden Room 102,garden,269,299,305,7.4,75%,False,,1.0,314.0,-2.9,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,103,Garden Room 103,garden,279,299,310,7.3,75%,False,,1.0,314.0,-1.3,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,104,Garden Room 104,garden,269,289,300,7.5,75%,False,,1.0,314.0,-4.5,"Last-minute (1d), slight −3% to close"
2026-05-06,Wednesday,1,cottage,Private Cottage,cottage,489,549,555,6.9,75%,False,,1.0,314.0,76.8,"Last-minute (1d), slight −3% to close"
2026-05-07,Thursday,2,201,Waterfront 201,waterfront,389,459,450,6.1,75%,False,,1.0,316.0,42.4,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,202,Waterfront 202,waterfront,389,459,450,6.1,75%,False,,1.0,316.0,42.4,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,203,Waterfront 203,waterfront,399,459,460,7.2,75%,False,,1.0,316.0,45.6,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,204,Waterfront 204,waterfront,409,459,465,7.1,75%,False,,1.0,316.0,47.2,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,301,Water View 301,water_view,319,369,365,6.1,75%,False,,1.0,316.0,15.5,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,302,Water View 302,water_view,319,369,365,6.1,75%,False,,1.0,316.0,15.5,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,303,Water View 303,water_view,329,369,370,6.0,75%,False,,1.0,316.0,17.1,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,304,Water View 304,water_view,319,359,360,6.2,75%,False,,1.0,316.0,13.9,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,305,Water View 305,water_view,329,369,370,6.0,75%,False,,1.0,316.0,17.1,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,101,Garden Room 101,garden,269,299,305,7.4,75%,False,,1.0,316.0,-3.5,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,102,Garden Room 102,garden,269,299,305,7.4,75%,False,,1.0,316.0,-3.5,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,103,Garden Room 103,garden,279,299,310,7.3,75%,False,,1.0,316.0,-1.9,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,104,Garden Room 104,garden,269,289,300,7.5,75%,False,,1.0,316.0,-5.1,"Last-minute (2d), slight −3% to close"
2026-05-07,Thursday,2,cottage,Private Cottage,cottage,489,549,555,6.9,75%,False,,1.0,316.0,75.6,"Last-minute (2d), slight −3% to close"
2026-05-08,Friday,3,201,Waterfront 201,waterfront,389,459,645,52.1,75%,True,Parris Island USMC Graduation,1.2,360.0,79.2,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
2026-05-08,Friday,3,202,Waterfront 202,waterfront,389,459,645,52.1,75%,True,Parris Island USMC Graduation,1.2,360.0,79.2,"3d out, occ 75% ≥ 65% → rack | Events: Parris Island USMC Graduation (×1.20) | Weekend +15% (Fri/Sat)"
